# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_5	cds	232081	233022	-	COILCL_01621	ldtA	L,D-transpeptidase	COG:COG1376, COG:M, GO:0016740, RefSeq:WP_023287796.1, SO:0001217, UniParc:UPI0002EAE4BF, UniRef:UniRef100_A0AAX3FEC0, UniRef:UniRef50_Q08599, UniRef:UniRef90_Q08599
contig_5	cds	233101	234051	-	COILCL_01622	cbl	HTH-type transcriptional regulator Cbl	COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0006355, GO:0019344, KEGG:K13635, RefSeq:WP_004180456.1, SO:0001217, UniParc:UPI0001814175, UniRef:UniRef100_A0A0H3GVL3, UniRef:UniRef50_Q47083, UniRef:UniRef90_Q08598
contig_5	cds	234158	235075	-	COILCL_01623	nac	nitrogen assimilation transcriptional regulator NAC	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0006355, GO:0042128, GO:2000142, SO:0001217, UniRef:UniRef50_Q47005, UniRef:UniRef90_Q08597
contig_5	tRNA	235406	235481	+	COILCL_01624	trnN	tRNA-Asn(gtt)	SO:0000257
contig_5	cds	235576	237210	-	COILCL_01625	nhaP	Na+/H+ antiporter	COG:COG0025, COG:P, GO:0006814, GO:0006885, GO:0015385, GO:0016020, GO:1902600, KEGG:K24163, RefSeq:WP_004148971.1, SO:0001217, UniParc:UPI00003DEC46, UniRef:UniRef100_A0A378BH57, UniRef:UniRef50_A0A2V3K3B3, UniRef:UniRef90_A0A2V3K3B3
contig_5	cds	237801	238505	+	COILCL_01626	tetR	TetR family transcriptional regulator	SO:0001217, UniParc:UPI0003421A83, UniRef:UniRef100_A0A9Q8BNF0, UniRef:UniRef50_A0A080T0H7, UniRef:UniRef90_A0A080T0H7
contig_5	cds	238502	239479	+	COILCL_01627	qor	Oxidoreductase	COG:COG0604, COG:CR, RefSeq:WP_004151466.1, SO:0001217, UniParc:UPI0001576686, UniRef:UniRef100_A0A377ZFU1, UniRef:UniRef50_A0AA91IQT5, UniRef:UniRef90_A0A486QZV4
contig_5	cds	239600	240532	+	COILCL_01628		Nucleoside transporter/FeoB GTPase Gate domain-containing protein	RefSeq:WP_032432426.1, SO:0001217, UniParc:UPI0004486CE2, UniRef:UniRef100_A0AAX3FG66, UniRef:UniRef50_J7SL06, UniRef:UniRef90_A0A9P3UFV4
contig_5	cds	240443	242065	-	COILCL_01629	pldB	Membrane protein	COG:COG2267, COG:I, RefSeq:WP_032432425.1, SO:0001217, UniParc:UPI00044DA4B5, UniRef:UniRef100_A0AAJ5PNE6, UniRef:UniRef50_A0A486RS20, UniRef:UniRef90_A0A486RS20
contig_5	cds	242338	242583	+	COILCL_01630	pmrD	signal transduction protein PmrD	KEGG:K19238, RefSeq:WP_023284006.1, SO:0001217, UniParc:UPI0003BEBDB0, UniRef:UniRef100_A0A919HKS4, UniRef:UniRef50_A0A6D1SCB1, UniRef:UniRef90_A0A377VZL0
contig_5	cds	242713	244167	+	COILCL_01631	mtnN	AMP nucleosidase	COG:COG0775, COG:FH, EC:3.2.2.4, GO:0008714, GO:0009116, GO:0044209, KEGG:K01241, RefSeq:WP_032435005.1, SO:0001217, UniParc:UPI0004451BA3, UniRef:UniRef100_A0AAW9U9M1, UniRef:UniRef50_A5W9G5, UniRef:UniRef90_A0A2X3C1W8
contig_5	tRNA	244329	244404	-	COILCL_01632	trnN	tRNA-Asn(gtt)	SO:0000257
contig_5	cds	244533	245969	-	COILCL_01633	norM	EmmdR/YeeO family multidrug/toxin efflux MATE transporter	COG:COG0534, COG:V, GO:0015297, GO:0055085, RefSeq:WP_023316151.1, SO:0001217, UniParc:UPI0003BE27BA, UniRef:UniRef100_A0AAX3FEA4, UniRef:UniRef50_A0A486S2R5, UniRef:UniRef90_A0A486S2R5
contig_5	tRNA	246162	246237	+	COILCL_01634	trnN	tRNA-Asn(gtt)	SO:0000257
contig_5	cds	246519	247622	+	COILCL_01635		Protein kinase domain-containing protein	RefSeq:WP_023282809.1, SO:0001217, UniParc:UPI0003BE8558, UniRef:UniRef100_A0A919LWF9, UniRef:UniRef50_A0A1H6CQH5, UniRef:UniRef90_A0AAJ1Q7T5
contig_5	cds	247619	248590	-	COILCL_01636	gAF	diguanylate cyclase	COG:COG2203, COG:T, RefSeq:WP_002911798.1, SO:0001217, UniParc:UPI0001A586D4, UniRef:UniRef100_A0A0H3GVP9, UniRef:UniRef50_A0A850F9C2, UniRef:UniRef90_A0A377TVW3
contig_5	cds	248797	249633	-	COILCL_01637	menH	Hydrolase, alpha/beta domain protein	COG:COG0596, COG:HR, RefSeq:WP_004180471.1, SO:0001217, UniParc:UPI0001576741, UniRef:UniRef100_A0AAE9UGI9, UniRef:UniRef50_A0A841JXI3, UniRef:UniRef90_D4E8L1
contig_5	cds	249826	250401	-	COILCL_01638		Acid-resistance membrane protein	RefSeq:WP_016532101.1, SO:0001217, UniParc:UPI00032B67F2, UniRef:UniRef100_W9BHP3, UniRef:UniRef50_A0A8B4TY10, UniRef:UniRef90_A0AAE3UJF2
contig_5	cds	250533	251447	+	COILCL_01639	lysR	Glycine cleavage system transcriptional activator	COG:COG0583, COG:K, KEGG:K03566, RefSeq:WP_002911860.1, SO:0001217, UniParc:UPI000240FFC8, UniRef:UniRef100_A0A0J2JW27, UniRef:UniRef50_A0A0J2JW27, UniRef:UniRef90_A0A0J2JW27
contig_5	cds	251453	251788	-	COILCL_01640		DUF1869 domain-containing protein	RefSeq:WP_002911862.1, SO:0001217, UniParc:UPI0001A586D8, UniRef:UniRef100_A0AAE9UBN2, UniRef:UniRef50_A0A807LBU5, UniRef:UniRef90_A0AAE9UBN2
contig_5	cds	251795	252127	-	COILCL_01641	tehB	Putative S-adenosyl-L-methionine-dependent methyltransferase TehB	COG:COG3615, COG:P, RefSeq:WP_117245319.1, SO:0001217, UniParc:UPI000E2C6AA7, UniRef:UniRef100_UPI000E2C6AA7, UniRef:UniRef50_A9MFJ4, UniRef:UniRef90_A0A7U3F520
contig_5	cds	252350	254137	-	COILCL_01642		EAL domain-containing protein	COG:COG5001, COG:T, RefSeq:WP_002911868.1, SO:0001217, UniParc:UPI00026F055D, UniRef:UniRef100_A0A210V1N9, UniRef:UniRef50_A0A090UYN6, UniRef:UniRef90_A0A0H3GSE6
contig_5	cds	254271	254651	-	COILCL_01643		Oxidoreductase molybdopterin-binding domain-containing protein	COG:COG3915, COG:S, SO:0001217, UniParc:UPI0002186439, UniRef:UniRef100_A0AAE9RKQ5, UniRef:UniRef50_W8UFK2, UniRef:UniRef90_W8UFK2
contig_5	cds	255076	256395	+	COILCL_01644	shiA	shikimate transporter	COG:COG2814, COG:G, GO:0016020, GO:0022857, GO:0055085, KEGG:K08172, RefSeq:WP_015958679.1, SO:0001217, UniParc:UPI0001576748, UniRef:UniRef100_A0AAX3FFB0, UniRef:UniRef50_P76350, UniRef:UniRef90_A0A086I4H5
contig_5	cds	256442	257182	+	COILCL_01645	lplA	BPL/LPL catalytic domain-containing protein	COG:COG0095, COG:H, RefSeq:WP_015958680.1, SO:0001217, UniParc:UPI0001576749, UniRef:UniRef100_A0AAX3FG82, UniRef:UniRef50_A0A0H3GVQ9, UniRef:UniRef90_A0A0H3GVQ9
contig_5	cds	257142	258098	-	COILCL_01646	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_023328489.1, SO:0001217, UniParc:UPI0003BF9D20, UniRef:UniRef100_A0AAW9UCG3, UniRef:UniRef50_A0A0C7K8Q6, UniRef:UniRef90_A0A0C7K8Q6
contig_5	cds	258214	258603	+	COILCL_01647		Tautomerase family protein	RefSeq:WP_004175282.1, SO:0001217, UniParc:UPI000157674B, UniRef:UniRef100_A0AAE9RJ59, UniRef:UniRef50_A0A085JKG8, UniRef:UniRef90_A0A9P0UTH1
contig_5	cds	258625	259356	-	COILCL_01648		HPP family protein	COG:COG3448, COG:T, RefSeq:WP_002911879.1, SO:0001217, UniParc:UPI0002410C46, UniRef:UniRef100_A0A0H3H0H4, UniRef:UniRef50_A0A8B6J035, UniRef:UniRef90_A0A8B6J035
contig_5	cds	259555	260664	+	COILCL_01649	sAM1	Adenosylhomocysteinase	COG:COG0499, COG:H, EC:3.13.2.1, KEGG:K01251, RefSeq:WP_004200363.1, SO:0001217, UniParc:UPI0002C40850, UniRef:UniRef100_A0A377ZEN2, UniRef:UniRef50_A0A378FY72, UniRef:UniRef90_A0A377ZEN2
contig_5	cds	260707	261774	-	COILCL_01650	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	COG:COG2038, COG:H, EC:2.4.2.21, GO:0008939, GO:0009236, KEGG:K00768, RefSeq:WP_032426379.1, SO:0001217, UniParc:UPI000446F748, UniRef:UniRef100_A0AAW9UEZ5, UniRef:UniRef50_A0AAE9RFI3, UniRef:UniRef90_A0AAE9RFI3
contig_5	cds	261802	262542	-	COILCL_01651	cobS	adenosylcobinamide-GDP ribazoletransferase	COG:COG0368, COG:H, EC:2.7.8.26, GO:0005886, GO:0008818, GO:0009236, GO:0051073, KEGG:K02233, RefSeq:WP_032435003.1, SO:0001217, UniParc:UPI00044E1F61, UniRef:UniRef100_A0AAW9UCX8, UniRef:UniRef50_P36561, UniRef:UniRef90_A6TBB1
contig_5	cds	262857	263180	-	COILCL_01652	yeeX	DUF496 domain-containing protein	COG:COG2926, COG:S, GO:0005829, KEGG:K09802, RefSeq:WP_002911883.1, SO:0001217, UniParc:UPI000157674F, UniRef:UniRef100_B5XPI0, UniRef:UniRef50_Q9KLK2, UniRef:UniRef90_B5XPI0
contig_5	cds	263348	264406	-	COILCL_01653	yccC	Membrane protein, transport	COG:COG1289, COG:S, RefSeq:WP_002911885.1, SO:0001217, UniParc:UPI0001A586E3, UniRef:UniRef100_A0AAE9UDV7, UniRef:UniRef50_P33011, UniRef:UniRef90_A6TBB3
contig_5	cds	264505	264978	-	COILCL_01654	sbmC	DNA gyrase inhibitor SbmC	COG:COG3449, COG:L, GO:0005737, GO:0008657, RefSeq:WP_002911889.1, SO:0001217, UniParc:UPI0001A586E4, UniRef:UniRef100_A0A2V3K1U3, UniRef:UniRef50_P33012, UniRef:UniRef90_B5XPH8
contig_5	cds	265155	266318	-	COILCL_01655	dacD	serine-type D-Ala-D-Ala carboxypeptidase DacD	COG:COG1686, COG:M, EC:3.4.16.4, GO:0006508, GO:0009002, RefSeq:WP_004153104.1, SO:0001217, UniParc:UPI00021864A9, UniRef:UniRef100_A0A378A1X7, UniRef:UniRef50_P33013, UniRef:UniRef90_A0A378A1X7
contig_5	cds	266499	267923	+	COILCL_01656	sbcB	exodeoxyribonuclease I	COG:COG2925, COG:L, EC:3.1.11.1, GO:0000175, GO:0003676, GO:0006281, GO:0008310, RefSeq:WP_032435001.1, SO:0001217, UniParc:UPI000447B28C, UniRef:UniRef100_A0AAX2N6L8, UniRef:UniRef50_P04995, UniRef:UniRef90_A0A939CDW5
contig_6	cds	163	597	-	COILCL_01657		hypothetical protein	RefSeq:WP_029497226.1, SO:0001217, UniParc:UPI0004977ED9, UniRef:UniRef100_UPI0004977ED9, UniRef:UniRef50_UPI00254FF05A, UniRef:UniRef90_UPI00254FF05A
contig_6	cds	740	1297	+	COILCL_01658	xerC	Site-specific tyrosine recombinase XerC	RefSeq:WP_029497225.1, SO:0001217, UniParc:UPI000494DB86, UniRef:UniRef100_UPI000494DB86, UniRef:UniRef50_A0A7X1LN76, UniRef:UniRef90_A0A486S067
contig_6	cds	1898	2140	-	COILCL_01659		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2J0Q476
contig_6	cds	2813	3394	+	COILCL_01660	sodB	superoxide dismutase [Fe]	COG:COG0605, COG:P, EC:1.15.1.1, GO:0004784, GO:0006801, GO:0046872, KEGG:K04564, RefSeq:WP_002907771.1, SO:0001217, UniParc:UPI0001813DC3, UniRef:UniRef100_A0A0H3GYY6, UniRef:UniRef50_P0A2F4, UniRef:UniRef90_P0A2F4
contig_6	cds	3456	4622	-	COILCL_01661	araJ	Inner membrane transporter ydhP	COG:COG2814, COG:G, KEGG:K19577, RefSeq:WP_002907773.1, SO:0001217, UniParc:UPI00003DDA2B, UniRef:UniRef100_A0A0H3GP76, UniRef:UniRef50_P77389, UniRef:UniRef90_A0A0J2HQK7
contig_6	ncRNA	4786	5173	-	COILCL_01662	STnc550	Enterobacterial sRNA STnc550	RFAM:RF02081, SO:0000655
contig_6	cds	4789	4881	-	COILCL_01663	ynhF	YnhF family membrane protein	RefSeq:WP_002907776.1, SO:0001217, UniParc:UPI0002186632, UniRef:UniRef100_W1DHA0, UniRef:UniRef50_A5A618, UniRef:UniRef90_W1DHA0
contig_6	cds	5174	6199	+	COILCL_01664	purR	HTH-type transcriptional repressor PurR	COG:COG1609, COG:K, GO:0000976, GO:0003677, GO:0003700, GO:0006164, GO:0006355, GO:0045892, RefSeq:WP_002907778.1, SO:0001217, UniParc:UPI0001576E39, UniRef:UniRef100_A6TA06, UniRef:UniRef50_P0ACP7, UniRef:UniRef90_A6TA06
contig_6	cds	6126	7130	-	COILCL_01665	punR	DNA-binding transcriptional activator PunR	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_032435180.1, SO:0001217, UniParc:UPI00044E14AF, UniRef:UniRef100_A0AAX3FF93, UniRef:UniRef50_A0A486DFK8, UniRef:UniRef90_A0A164VAV9
contig_6	cds	7189	8424	+	COILCL_01666	punC	purine nucleoside transporter PunC	COG:COG2814, COG:G, GO:0016020, GO:0042910, GO:1990961, KEGG:K07552, SO:0001217, UniParc:UPI0001576E3B, UniRef:UniRef100_A0A0H3GTR1, UniRef:UniRef50_P37597, UniRef:UniRef90_A0A0C7KN38
contig_6	cds	8717	9865	+	COILCL_01667	cfa	cyclopropane fatty acyl phospholipid synthase	COG:COG2230, COG:I, EC:2.1.1.79, KEGG:K00574, RefSeq:WP_002907788.1, SO:0001217, UniParc:UPI0001A58AB6, UniRef:UniRef100_A0A0H3GQT4, UniRef:UniRef50_P0A9H7, UniRef:UniRef90_A0A4R4DN11
contig_6	cds	9902	10537	-	COILCL_01668	ribC	riboflavin synthase subunit alpha	COG:COG0307, COG:H, EC:2.5.1.9, KEGG:K00793, RefSeq:WP_002907792.1, SO:0001217, UniParc:UPI0001576E3D, UniRef:UniRef100_A0A0W8AV50, UniRef:UniRef50_P0AFU8, UniRef:UniRef90_A0A0W8AV50
contig_6	cds	10767	12140	+	COILCL_01669	mdtK	MdtK family multidrug efflux MATE transporter	BlastRules:WP_001175077, COG:COG0534, COG:V, GO:0005886, GO:0006814, GO:0006855, GO:0015297, GO:0042910, RefSeq:WP_004148609.1, SO:0001217, UniParc:UPI0001576EF1, UniRef:UniRef100_A6TA11, UniRef:UniRef50_P37340, UniRef:UniRef90_A6TA11
contig_6	cds	12749	13327	-	COILCL_01670	ppnN	AMP nucleosidase	COG:COG1611, COG:F, EC:3.2.2.-, KEGG:K22522, RefSeq:WP_004898632.1, SO:0001217, UniParc:UPI0002186636, UniRef:UniRef100_A0AAX3FDJ4, UniRef:UniRef50_A0A1R7QAX2, UniRef:UniRef90_A0A378B8F2
contig_6	tRNA	13582	13658	+	COILCL_01671	trnV	tRNA-Val(gac)	SO:0000273
contig_6	tRNA	13663	13739	+	COILCL_01672	trnV	tRNA-Val(gac)	SO:0000273
contig_6	tRNA	13744	13820	+	COILCL_01673	trnV	tRNA-Val(gac)	SO:0000273
contig_6	ncRNA	13782	13936	-	COILCL_01674	HPnc0260	Bacterial antisense RNA HPnc0260	RFAM:RF02194, SO:0000644
contig_6	cds	15217	16101	-	COILCL_01675	lysR	Glycine cleavage system transcriptional activator	COG:COG0583, COG:K, KEGG:K03566, RefSeq:WP_002907799.1, SO:0001217, UniParc:UPI0001A58ABC, UniRef:UniRef100_A6TA17, UniRef:UniRef50_A0AAE8T1A9, UniRef:UniRef90_A0A223UAH7
contig_6	cds	16257	16772	+	COILCL_01676		Ribosomal protein S4	RefSeq:WP_014907478.1, SO:0001217, UniParc:UPI0001576EF8, UniRef:UniRef100_A0A1C1P5S5, UniRef:UniRef50_A0A485U509, UniRef:UniRef90_A0A485U509
contig_6	cds	16780	17616	+	COILCL_01677	gloB	Beta-lactamase	COG:COG0491, COG:R, RefSeq:WP_004180178.1, SO:0001217, UniParc:UPI0001A58ABD, UniRef:UniRef100_A0A0H3GTS1, UniRef:UniRef50_A0A8B6IM73, UniRef:UniRef90_A0A377W303
contig_6	cds	17704	17853	-	COILCL_01678		Transposase	RefSeq:WP_002907802.1, SO:0001217, UniParc:UPI0001A58ABE, UniRef:UniRef100_A0A0H3GQU3, UniRef:UniRef50_W8VGD4, UniRef:UniRef90_W8VGD4
contig_6	cds	18255	18689	+	COILCL_01679	cadC1	OmpR/PhoB-type domain-containing protein	COG:COG3710, COG:K, RefSeq:WP_004143863.1, SO:0001217, UniParc:UPI0001A58ABF, UniRef:UniRef100_A0A0H3GZ08, UniRef:UniRef50_A0A0H3FWH0, UniRef:UniRef90_A0A0H3GZ08
contig_6	cds	18735	19451	+	COILCL_01680		Response regulator receiver protein	RefSeq:WP_032435176.1, SO:0001217, UniParc:UPI00044586C2, UniRef:UniRef100_A0AAX2N6E5, UniRef:UniRef50_A0A0H3GP85, UniRef:UniRef90_A0A0H3GP85
contig_6	cds	19536	19745	+	COILCL_01681		YdgH/BhsA/McbA-like domain-containing protein	RefSeq:WP_002907807.1, SO:0001217, UniParc:UPI0001A58AC1, UniRef:UniRef100_A0A081IHV2, UniRef:UniRef50_Q8GA24, UniRef:UniRef90_A0A0H3GUJ0
contig_6	cds	20058	20693	-	COILCL_01682	cynT	Carbonic anhydrase	COG:COG0288, COG:P, EC:4.2.1.1, KEGG:K01673, RefSeq:WP_002907811.1, SO:0001217, UniParc:UPI0001576EFB, UniRef:UniRef100_A0A0H3GQU8, UniRef:UniRef50_A0A3G4VNE3, UniRef:UniRef90_A0A223UAH6
contig_6	cds	20943	21572	+	COILCL_01683	rhtB	Threonine efflux protein	COG:COG1280, COG:E, KEGG:K05835, RefSeq:WP_002907812.1, SO:0001217, UniParc:UPI0001576EFC, UniRef:UniRef100_A0A0H3GZ14, UniRef:UniRef50_D4GFE7, UniRef:UniRef90_A0A7H4SI23
contig_6	cds	21577	22347	-	COILCL_01684	glpR	DeoR family transcriptional regulator	COG:COG1349, COG:KG, RefSeq:WP_004210108.1, SO:0001217, UniParc:UPI0002B550F4, UniRef:UniRef100_A0A1S0WDY1, UniRef:UniRef50_A0A1S0WDY1, UniRef:UniRef90_A0A1S0WDY1
contig_6	cds	22439	22822	+	COILCL_01685	gloA	VOC domain-containing protein	COG:COG0346, COG:Q, RefSeq:WP_014907474.1, SO:0001217, UniParc:UPI0001A58AC4, UniRef:UniRef100_A0A164IU59, UniRef:UniRef50_A0A0L0MG64, UniRef:UniRef90_A0A8B6IL79
contig_6	cds	22854	23537	+	COILCL_01686	catA	CatA-like O-acetyltransferase, family 1	COG:COG4845, COG:V, EC:2.3.1.28, KEGG:K19271, RefSeq:WP_032418885.1, SO:0001217, UniParc:UPI0003EBACBF, UniRef:UniRef100_A0AAW9UE99, UniRef:UniRef50_A0A3P8KWZ3, UniRef:UniRef90_A0A2X3EJQ0
contig_6	cds	23882	25585	+	COILCL_01687	ddpA	ABC transporter substrate-binding protein	COG:COG0747, COG:E, RefSeq:WP_032435173.1, SO:0001217, UniParc:UPI000449C0BA, UniRef:UniRef100_A0AAX3FDM9, UniRef:UniRef50_A0A483F9W0, UniRef:UniRef90_A0A483F9W0
contig_6	cds	25629	26588	+	COILCL_01688	dppB	Oligopeptide transport system permease OppB	COG:COG0601, COG:EP, RefSeq:WP_004175825.1, SO:0001217, UniParc:UPI0001576F01, UniRef:UniRef100_A0A0H3GZ19, UniRef:UniRef50_A0A1S2W0U2, UniRef:UniRef90_A0A7H4MLJ6
contig_6	cds	26588	27535	+	COILCL_01689	opp4C	oligopeptide ABC transporter permease	GO:0043190, GO:0140359, SO:0001217, UniParc:UPI0002E09445, UniRef:UniRef100_A0A7H4MLK0, UniRef:UniRef50_A0A2X2SYL3, UniRef:UniRef90_A0A7H4MLK0
contig_6	cds	27532	28512	+	COILCL_01690	dppD	ABC-type dipeptide transporter	COG:COG0444, COG:EP, RefSeq:WP_032433155.1, SO:0001217, UniParc:UPI00044B26DB, UniRef:UniRef100_A0AAJ5PIV1, UniRef:UniRef50_W9B8X5, UniRef:UniRef90_W9B8X5
contig_6	cds	28509	29480	+	COILCL_01691	dppD	ATP-binding cassette domain-containing protein	COG:COG0444, COG:EP, RefSeq:WP_032435169.1, SO:0001217, UniParc:UPI00044DA3DA, UniRef:UniRef100_A0AAX2N3S3, UniRef:UniRef50_W9B8X5, UniRef:UniRef90_A0A0C7KNA2
contig_6	cds	29846	30373	+	COILCL_01692		Inner membrane protein	RefSeq:WP_002907918.1, SO:0001217, UniParc:UPI0001576F05, UniRef:UniRef100_A0A0H3GQV8, UniRef:UniRef50_G8LHN3, UniRef:UniRef90_A0A0H3GQV8
contig_6	cds	30491	30979	+	COILCL_01693	dinB	Diguanylate cyclase	COG:COG2318, COG:Q, RefSeq:WP_032435167.1, SO:0001217, UniParc:UPI00044B1184, UniRef:UniRef100_A0A919LLC8, UniRef:UniRef50_Q6D9K2, UniRef:UniRef90_A0A0H3GZ24
contig_6	cds	31016	31300	-	COILCL_01694		Transcriptional regulator	RefSeq:WP_004180186.1, SO:0001217, UniParc:UPI0001A58ACB, UniRef:UniRef100_A0A0H3GP92, UniRef:UniRef50_A0A0H3GP92, UniRef:UniRef90_A0A0H3GP92
contig_6	cds	31450	32982	-	COILCL_01695	araJ	MFS transporter	COG:COG2814, COG:G, RefSeq:WP_021469697.1, SO:0001217, UniParc:UPI00038F5ABD, UniRef:UniRef100_A0A2X3EJI0, UniRef:UniRef50_C9Y5B4, UniRef:UniRef90_A0A4S7X0N7
contig_6	cds	33099	34034	+	COILCL_01696	lysR	HTH-type transcriptional regulator DmlR	COG:COG0583, COG:K, KEGG:K18900, RefSeq:WP_004210091.1, SO:0001217, UniParc:UPI0001576F08, UniRef:UniRef100_A0A1L5VXP0, UniRef:UniRef50_C9Y5B3, UniRef:UniRef90_A0A1L5VXP0
contig_6	cds	34183	35175	-	COILCL_01697	qor	Quinone oxidoreductase 1	COG:COG0604, COG:CR, RefSeq:WP_004189630.1, SO:0001217, UniParc:UPI0001576FBA, UniRef:UniRef100_A0A0H3GZ29, UniRef:UniRef50_A0A6G8NSN8, UniRef:UniRef90_A0A7U2ZVC2
contig_6	cds	35325	36215	-	COILCL_01698	lysR	Transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_072277544.1, SO:0001217, UniParc:UPI0007CBCB0D, UniRef:UniRef100_A0A483EN66, UniRef:UniRef50_A0A485QCW7, UniRef:UniRef90_A0A485QCW7
contig_6	cds	37375	38364	-	COILCL_01699	pcbC	2-oxoglutarate-dependent ethylene/succinate-forming enzyme	COG:COG3491, COG:Q, RefSeq:WP_023283827.1, SO:0001217, UniParc:UPI0002E311E6, UniRef:UniRef100_A0A330Q6S3, UniRef:UniRef50_A0A4Q9R1V1, UniRef:UniRef90_W1DL65
contig_6	cds	38385	39803	-	COILCL_01700	ssnA	amidohydrolase family protein	COG:COG0402, COG:FR, RefSeq:WP_032435162.1, SO:0001217, UniParc:UPI0004344BCC, UniRef:UniRef100_A0AAX3FDH0, UniRef:UniRef50_P0CI72, UniRef:UniRef90_A0A2X3E2P0
contig_6	cds	39815	40804	-	COILCL_01701	tauA	ABC transporter substrate-binding protein	COG:COG0715, COG:P, RefSeq:WP_023285233.1, SO:0001217, UniParc:UPI0003BE3680, UniRef:UniRef100_A0AAW9UBC4, UniRef:UniRef50_A0A4R3ZIV8, UniRef:UniRef90_A0A330V7N8
contig_6	ncRNA-region	40889	40942	-			Xanthine riboswitch aptamer (NMT1 RNA)	RFAM:RF03054, SO:0000035
contig_6	cds	41099	41998	-	COILCL_01702	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_002908057.1, SO:0001217, UniParc:UPI0001576FC0, UniRef:UniRef100_A0A0H3GP96, UniRef:UniRef50_A0A1B7IN56, UniRef:UniRef90_A0A8B4TMZ6
contig_6	cds	42206	43174	+	COILCL_01703	fpr	Ferredoxin	COG:C, COG:COG1018, RefSeq:WP_032435159.1, SO:0001217, UniParc:UPI00044EE48B, UniRef:UniRef100_A0AAX2N5B2, UniRef:UniRef50_A0A486N5M3, UniRef:UniRef90_A0A486N5M3
contig_6	cds	43186	44469	+	COILCL_01704	ssnA	Cytosine deaminase	COG:COG0402, COG:FR, RefSeq:WP_032435157.1, SO:0001217, UniParc:UPI0004532243, UniRef:UniRef100_A0AAX2N7Y1, UniRef:UniRef50_A0A486AXS4, UniRef:UniRef90_A0A486AXS4
contig_6	cds	44459	44938	+	COILCL_01705	ridA	Enamine deaminase RidA	COG:COG0251, COG:V, RefSeq:WP_002908128.1, SO:0001217, UniParc:UPI0001576FC3, UniRef:UniRef100_A0A0H3GQX3, UniRef:UniRef50_A0A0P0MEX9, UniRef:UniRef90_A0A0C7KFZ6
contig_6	cds	44935	45816	+	COILCL_01706		Creatininase	RefSeq:WP_004151186.1, SO:0001217, UniParc:UPI000205E0EF, UniRef:UniRef100_A0A0H3GZ38, UniRef:UniRef50_A0A7H4MLN1, UniRef:UniRef90_A0A0H3GZ38
contig_6	cds	45816	46799	+	COILCL_01707	tauA	SsuA/THI5-like domain-containing protein	COG:COG0715, COG:P, RefSeq:WP_002908130.1, SO:0001217, UniParc:UPI000268702F, UniRef:UniRef100_A0A0C7KCP3, UniRef:UniRef50_A0A9P0UVE0, UniRef:UniRef90_A0A9P0UVE0
contig_6	cds	46796	47626	+	COILCL_01708	tauB	ABC transporter ATP-binding protein	COG:COG1116, COG:P, RefSeq:WP_032435156.1, SO:0001217, UniParc:UPI00044A8149, UniRef:UniRef100_A0AAX2N927, UniRef:UniRef50_A0A246NAL5, UniRef:UniRef90_A0A486RQI5
contig_6	cds	47628	48443	+	COILCL_01709	tauC	ABC transporter ATP-binding protein	COG:COG0600, COG:P, RefSeq:WP_032435153.1, SO:0001217, UniParc:UPI000448A4D4, UniRef:UniRef100_A0AAW9UD71, UniRef:UniRef50_A0A0S9EV99, UniRef:UniRef90_A0A087FHT6
contig_6	cds	48473	49819	+	COILCL_01710	glcD	FAD/FMN-containing dehydrogenase	COG:C, COG:COG0277, SO:0001217, UniRef:UniRef50_A0A1B7IN95, UniRef:UniRef90_A0A2X3GYX7
contig_6	cds	50711	51619	-	COILCL_01711	virK	DUF535 domain-containing protein	COG:COG2990, COG:S, KEGG:K09824, RefSeq:WP_004180248.1, SO:0001217, UniParc:UPI00021866CA, UniRef:UniRef100_A0A0C7KCP6, UniRef:UniRef50_A0A0H3GUL8, UniRef:UniRef90_A0A0H3GUL8
contig_6	cds	51909	52049	+	COILCL_01712		(pseudo) hypothetical protein	RefSeq:WP_002908189.1, SO:0001217, UniParc:UPI00015763E4, UniRef:UniRef100_A0A0H3GTX6, UniRef:UniRef50_A0A0H3GTX6, UniRef:UniRef90_A0A0H3GTX6, UniRef:UniRef90_A0A2X3F0I4
contig_6	cds	52097	52987	-	COILCL_01713	lysR	HTH-type transcriptional regulator CynR	COG:COG0583, COG:K, RefSeq:WP_004180250.1, SO:0001217, UniParc:UPI0002410712, UniRef:UniRef100_W9B9M7, UniRef:UniRef50_Q9I2B1, UniRef:UniRef90_W9B9M7
